date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:41	43868/43868	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/email_inbox_v2.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/email_inbox_v2.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:42	31833/31833	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/email_compose.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/email_compose.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:42	34402/34402	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/email_detail.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/email_detail.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:43	47443/47443	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_general.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_general.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:44	48868/48868	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_typography.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_typography.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:46	40847/40847	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_tabs_accordions.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_tabs_accordions.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:47	108564/108564	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_unlimited_tabs.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_unlimited_tabs.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:48	37248/37248	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_modal_notification.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_modal_notification.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:49	59953/59953	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_widget_boxes.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_widget_boxes.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:51	42830/42830	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_media_object.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_media_object.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:52	47382/47382	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_buttons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_buttons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:53	162314/162314	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_icons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_icons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:55	42936/42936	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_simple_line_icons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_simple_line_icons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:56	34168/34168	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_tree.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_tree.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:58	179165/179165	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_ionicons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_ionicons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:48:58	82231/82231	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/ui_language_bar_icon.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/ui_language_bar_icon.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:00	51904/51904	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_elements.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_elements.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:02	81467/81467	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_plugins.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_plugins.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:04	45808/45808	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_slider_switcher.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_slider_switcher.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:06	35368/35368	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_validation.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_validation.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:06	35822/35822	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_wizards.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_wizards.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:07	36494/36494	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_wizards_validation.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_wizards_validation.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:08	30497/30497	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_wysiwyg.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_wysiwyg.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:09	38909/38909	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_editable.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_editable.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:11	36992/36992	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/form_multiple_upload.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/form_multiple_upload.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:12	47731/47731	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_basic.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_basic.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:12	51079/51079	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:14	52946/52946	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_autofill.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_autofill.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:16	53163/53163	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_buttons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_buttons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:18	52753/52753	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_colreorder.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_colreorder.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:20	52748/52748	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_fixed_columns.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_fixed_columns.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:22	52715/52715	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_fixed_header.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_fixed_header.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:24	52624/52624	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_keytable.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_keytable.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:26	52768/52768	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_responsive.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_responsive.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:28	52834/52834	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_rowreorder.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_rowreorder.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:30	31410/31410	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_scroller.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_scroller.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:31	53017/53017	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_select.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_select.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:32	53614/53614	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2005:03:07%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/table_manage_combine.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/table_manage_combine.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:34	34511/34511	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:01:26%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/email_system.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/email_system.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:35	43833/43833	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:01:26%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/email_newsletter.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/email_newsletter.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:36	37734/37734	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/chart-flot.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/chart-flot.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:36	32363/32363	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/chart-morris.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/chart-morris.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:37	36696/36696	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/chart-js.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/chart-js.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:39	34638/34638	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/chart-d3.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/chart-d3.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:40	30951/30951	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/calendar.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/calendar.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:40	33537/33537	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/map_vector.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/map_vector.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:42	28086/28086	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/map_google.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/map_google.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:42	42163/42163	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/gallery.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/gallery.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:44	37231/37231	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/gallery_v2.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/gallery_v2.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:44	27766/27766	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_blank.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_blank.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:45	27637/27637	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_with_footer.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_with_footer.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:46	15237/15237	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:01:26%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_without_sidebar.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_without_sidebar.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:47	27676/27676	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_with_right_sidebar.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_with_right_sidebar.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:48	27507/27507	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_with_minified_sidebar.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_with_minified_sidebar.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:48	33836/33836	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_with_two_sidebar.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_with_two_sidebar.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
19:49:50	26698/26698	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Oct%202015%2018:06:25%20GMT	http://seantheme.com/color-admin-v1.9/admin/html/page_with_line_icons.html	C:/Mis%20lugares%20Web/Intranet-model-1/seantheme.com/color-admin-v1.9/admin/html/page_with_line_icons.html	(from http://seantheme.com/color-admin-v1.9/admin/html/index.html)
